restaurant_key,restaurant_id,restaurant_name,cuisine,city_key,price_tier,price_symbol,rating,num_ratings,commission_rate,avg_prep_time_mins,is_pure_veg
378,RST-76a8063f-9af4-5579-b5a1-399739b9d6a6,Raman Beverages Dhaba,Beverages,20,Budget,₹,4.34,16,0.16,19,False
379,RST-09b59911-5d30-5814-bd5a-7ded16720dbd,Raj Cafe Kitchen,Cafe,12,Budget,₹,4.91,6,0.231,23,False
380,RST-f5c7fe19-834f-51e0-9225-5c21949e89f8,Jayaraman Biryani Express,Biryani,21,Budget,₹,3.74,1,0.239,17,False
381,RST-cdaa620c-6089-58ae-b347-9f5d02af7fea,Raman Healthy Cafe,Healthy,15,Budget,₹,3.99,1,0.195,21,True
382,RST-28f4e77e-5ce2-5a43-8d02-8bf6ae2f808b,Bhatt Cafe House,Cafe,8,Mid,₹₹,3.93,2,0.239,19,False
383,RST-bae8ccc6-261d-5363-9d28-1b79ad291d0f,Warrior Biryani Corner,Biryani,4,Budget,₹,3.79,1,0.202,17,True
384,RST-4e22b940-bdcc-5f3d-b621-2f6ae6edca9e,Raju North Restaurant,North Indian,9,Budget,₹,3.76,2,0.186,13,False
385,RST-077c0b9d-5564-5dbc-9dd1-0ca67ac08f33,Guha South Kitchen,South Indian,4,Mid,₹₹,4.67,94,0.194,20,False
386,RST-a4a78f25-8211-5013-a61e-2200a438822c,Soman Desserts Restaurant,Desserts,8,Budget,₹,4.33,3,0.158,17,False
387,RST-8389c6d5-dc4e-5c41-b28b-7b40e13ed98f,Chopra North Point,North Indian,2,Budget,₹,4.65,1,0.256,17,True
388,RST-a6bd0fa2-7d8f-5c19-912c-859f57364c52,Narasimhan Biryani Kitchen,Biryani,11,Budget,₹,4.36,2,0.164,24,True
389,RST-6afb3ac6-c770-537d-b37f-f6059e33744b,Seth Fast Junction,Fast Food,4,Budget,₹,4.56,4,0.205,18,False
390,RST-722e80ae-41df-512a-b873-b7dc3fc51f51,Modi Cafe Restaurant,Cafe,4,Mid,₹₹,3.96,1,0.216,12,False
391,RST-1d61d341-a865-5d84-bbb5-fb703897ecac,Chander Beverages House,Beverages,9,Mid,₹₹,3.94,3,0.255,27,True
392,RST-526d7de2-e349-52c3-9f2a-ce2bd8cc46ce,Garg Desserts Restaurant,Desserts,3,Premium,₹₹₹,4.2,6,0.269,16,False
393,RST-85e8dea3-2812-5f51-8064-d25195663610,Chawla Biryani Biryani House,Biryani,44,Mid,₹₹,3.45,2,0.161,18,False
394,RST-3d5b4449-c462-5285-ae6c-d3f9c74ddc1f,Goel North Point,North Indian,7,Mid,₹₹,3.62,1,0.191,12,True
395,RST-4a364757-8ff2-52e4-8dc6-545978a0bff7,Balay Pizza Biryani House,Pizza,5,Premium,₹₹₹,3.62,3,0.242,19,False
396,RST-f02a41a2-de12-568b-9229-e98519994e00,Suresh South Corner,South Indian,1,Mid,₹₹,4.96,3,0.222,6,True
397,RST-89b05cf0-a6a3-50e1-8d0c-df272fc4d19a,Bala Fast Cafe,Fast Food,28,Mid,₹₹,3.97,2,0.229,6,False
398,RST-4226f58c-bee4-5341-8d0b-6c73f3ba2311,Grover Healthy Corner,Healthy,13,Mid,₹₹,4.55,2,0.237,18,False
399,RST-af851ca9-3756-5d8f-b657-32debf458c0b,Issac Fast Point,Fast Food,7,Mid,₹₹,4.06,0,0.203,20,False
400,RST-de2c53d5-2573-5a21-a89c-c72ad1625739,Boase Pizza House,Pizza,4,Mid,₹₹,3.7,5,0.189,17,True
401,RST-5d5a1ee3-6f7b-5625-8c35-8760e3580d24,Raju Pizza Kitchen,Pizza,20,Budget,₹,4.46,18,0.226,24,True
402,RST-229275f8-0809-55e6-8c73-811834e54fab,Mander Beverages Foods,Beverages,42,Mid,₹₹,3.71,2,0.207,22,True
403,RST-f0dca0c3-3e1e-5678-a38e-dd07e770f3df,Jha Biryani Kitchen,Biryani,6,Budget,₹,4.22,6,0.189,23,False
404,RST-06b90176-aab1-5447-940e-7f520d15dbb1,Kaul Biryani Dhaba,Biryani,2,Mid,₹₹,4.19,2,0.161,15,True
405,RST-d074f070-f2d6-5c96-87af-63aec6a9d694,Manne South Cafe,South Indian,2,Premium,₹₹₹,3.53,2,0.221,18,False
406,RST-52f6dba0-cf46-57b7-9347-777c0ba030bf,Viswanathan Fast Kitchen,Fast Food,1,Mid,₹₹,3.97,2,0.15,22,False
407,RST-2c872bf0-5253-5de0-983e-cf0072177631,Boase Chinese Junction,Chinese,20,Budget,₹,4.28,4,0.209,15,False
408,RST-0433ec49-f8c6-5730-906b-1c588967c3c8,Sha Biryani Biryani House,Biryani,47,Budget,₹,3.76,2,0.201,6,False
409,RST-b1ff0c8b-c6d6-5563-9144-18d2077e9d96,Bhandari Desserts Point,Desserts,49,Budget,₹,5.0,70,0.21,22,False
410,RST-050b8e84-ae2b-59a0-b8f6-ce5bac78910c,Pillay North Corner,North Indian,23,Premium,₹₹₹,4.18,3,0.216,8,True
411,RST-ca246274-11fc-5e4b-9621-e305c6498fc8,Vasa Fast Cafe,Fast Food,3,Mid,₹₹,3.51,2,0.211,14,False
412,RST-ee17d141-3ee6-5670-a57c-fe08c9eae4a5,Apte South Biryani House,South Indian,47,Mid,₹₹,4.95,2,0.217,19,False
413,RST-f92a63cb-dd43-5471-8f9e-bd1381e1bb4b,Garg Chinese Express,Chinese,5,Mid,₹₹,3.17,1,0.272,16,False
414,RST-12096b0d-5ae9-5b23-80a3-073e39aa1ede,Narain North Kitchen,North Indian,5,Mid,₹₹,4.7,1,0.165,7,False
415,RST-52324e82-f91e-5ebe-a2b0-106094d1c983,Roy South House,South Indian,16,Mid,₹₹,4.39,9,0.19,14,False
416,RST-934d4f52-0092-5955-a0bd-846424682c62,Raman Healthy Point,Healthy,1,Budget,₹,4.42,2,0.204,14,False
417,RST-3e81aca6-caa2-5ad2-8f81-3534236d977b,Dugar Healthy Biryani House,Healthy,27,Budget,₹,3.67,1,0.206,13,True
418,RST-037df3a3-9356-5d47-b3e4-5236fa63b2ab,Choudhry Rolls Cafe,Rolls,50,Budget,₹,4.25,2,0.26,18,False
419,RST-28f0529e-bf6b-5ea9-ae8d-8c888ee421b4,Dayal Fast Express,Fast Food,22,Mid,₹₹,3.95,1,0.239,7,True
420,RST-4acdfab7-3833-5519-b02c-bca75ca207a6,Yadav Desserts Biryani House,Desserts,23,Premium,₹₹₹,4.77,5,0.195,15,True
421,RST-bcf31fba-5b2d-57b8-bbe4-77942c9ca1fc,Sahota Cafe Corner,Cafe,6,Mid,₹₹,4.61,119,0.196,19,False
422,RST-79a12ffa-8d95-54ea-bf4a-3283b66c1935,Sridhar Biryani Junction,Biryani,1,Mid,₹₹,4.48,23,0.234,9,True
423,RST-ccc552c1-a731-5eae-b97c-a30412c0b8b9,Biswas North Corner,North Indian,24,Premium,₹₹₹,4.35,5,0.204,19,False
424,RST-21bef8cc-82e2-55d5-8eaf-d610c8608347,Ramachandran Rolls Biryani House,Rolls,12,Budget,₹,4.45,2,0.238,13,False
425,RST-aba55792-c4bb-5f6b-beac-c17f38154da9,Jhaveri Healthy Kitchen,Healthy,37,Budget,₹,5.0,14,0.218,16,True
426,RST-4ec0c600-6a35-5dbf-94ff-92e1871709d2,De South Biryani House,South Indian,2,Premium,₹₹₹,4.46,5,0.211,22,True
427,RST-1d34e484-0f04-5e25-be99-d2a79d509ecb,Jha Biryani Express,Biryani,5,Premium,₹₹₹,4.26,3,0.227,18,False
428,RST-9fb6bfc4-df88-59d0-9a50-974fe9b1d840,Mukherjee Chinese Dhaba,Chinese,6,Mid,₹₹,4.14,4,0.188,9,True
429,RST-1219b0f6-a3a6-5c29-90dc-080448c4261c,Sankaran Biryani Foods,Biryani,16,Budget,₹,3.99,1,0.209,20,False
430,RST-9cf6ebef-3f12-5088-a253-262d2db3a694,Soman Rolls Dhaba,Rolls,23,Premium,₹₹₹,3.98,4,0.266,13,False
431,RST-f209547d-afc1-593a-a20f-dc29e45e85c9,Dutt Chinese Junction,Chinese,44,Mid,₹₹,4.56,69,0.204,10,False
432,RST-80acc60f-11a9-52b4-a585-08d1614745ea,Mukherjee Street Express,Street Food,4,Mid,₹₹,4.43,7,0.235,22,False
433,RST-e6c9a417-2024-5b4e-9117-59d7b7790b01,Jain Desserts Point,Desserts,9,Budget,₹,4.39,1,0.206,16,True
434,RST-95433866-2313-5561-a7f5-05b1c30a02de,Thakkar North Kitchen,North Indian,1,Mid,₹₹,4.32,7,0.211,15,False
435,RST-0f308d81-695b-5832-8331-a84ab3d2852a,Shanker Beverages Biryani House,Beverages,4,Premium,₹₹₹,4.03,2,0.23,9,False
436,RST-287bd198-eb2d-5b0a-a98d-333edf271fe5,Majumdar Desserts Foods,Desserts,6,Premium,₹₹₹,4.12,1,0.182,19,True
437,RST-1298e0e9-4eca-5224-a3f2-54269c129f58,Jaggi Biryani House,Biryani,12,Mid,₹₹,4.43,1,0.161,14,True
438,RST-ab19a337-25b9-5399-8da2-660e36ef2ebf,Amble Biryani Biryani House,Biryani,8,Mid,₹₹,3.53,1,0.218,15,False
439,RST-42943170-5517-5330-b626-dd67c9b4a709,Dhar Beverages House,Beverages,6,Mid,₹₹,3.64,1,0.251,16,False
440,RST-1bfe8b98-f51c-5089-9dae-33f50d6d0ce5,Sehgal Biryani Biryani House,Biryani,13,Mid,₹₹,4.72,3,0.257,10,False
441,RST-3d048ee7-ae03-5e7c-b307-92b3fe281c3a,Bhatt North Point,North Indian,27,Budget,₹,4.49,1,0.228,20,True
442,RST-860cc22f-85c1-5646-a3cb-cc9e04edb3bf,Rastogi Chinese Restaurant,Chinese,4,Budget,₹,3.36,1,0.216,21,False
443,RST-6646393a-267c-52c2-b173-38ea9ce914b3,Koshy South Corner,South Indian,5,Budget,₹,4.75,7,0.257,21,False
444,RST-4a4018f3-d73d-5c19-a3fc-e81d1d485cc3,Vora Pizza Express,Pizza,18,Mid,₹₹,4.95,2,0.161,20,True
445,RST-ef2545bc-d218-551c-8446-6a13bea24d6a,Narasimhan South Point,South Indian,23,Budget,₹,3.9,1,0.237,17,False
446,RST-553a39cf-974e-5e34-bbb3-cef22aed6f6e,Swaminathan Pizza Point,Pizza,27,Budget,₹,4.49,6,0.247,18,True
447,RST-294b58e4-0ea7-5792-978d-de370d0e7518,Sharma Biryani House,Biryani,3,Premium,₹₹₹,4.35,1,0.218,18,False
448,RST-04024a55-72fd-5ca1-b645-0e1e1fa2b596,Shere Beverages House,Beverages,10,Mid,₹₹,3.95,3,0.193,24,False
449,RST-c2b9cccc-bf51-500c-9db8-0e95b1672863,Baral Biryani Biryani House,Biryani,36,Budget,₹,4.97,2,0.24,9,True
450,RST-e059679a-ace2-5d07-8e59-aac0c1b2f847,Chand Mughlai Dhaba,Mughlai,6,Budget,₹,4.16,12,0.211,16,True
451,RST-8f3f2e45-0ace-5db7-880a-36087f12dcd0,Mani Mughlai Foods,Mughlai,7,Premium,₹₹₹,4.27,6,0.271,21,False
452,RST-ebe0769f-c75e-531d-a539-2afc21ac530b,Shan South Biryani House,South Indian,48,Budget,₹,4.13,3,0.241,12,False
453,RST-0e524490-dd5f-5c28-b5df-ff353a557323,Palan Pizza Foods,Pizza,2,Mid,₹₹,4.78,14,0.155,12,False
454,RST-ff247560-63b2-5176-9f11-556a775b8401,Mishra South Corner,South Indian,18,Mid,₹₹,3.82,1,0.169,13,False
455,RST-7da8068b-8850-58e4-929e-08668d743529,Raman Beverages Corner,Beverages,29,Budget,₹,4.34,1,0.243,25,False
456,RST-4b8b9804-3aa8-5e41-b306-31685732ca33,Gill Pizza Point,Pizza,2,Mid,₹₹,4.49,5,0.226,6,False
457,RST-df60fc44-2123-5153-83f3-8890119f0f0b,Sagar Chinese Junction,Chinese,18,Budget,₹,4.33,2,0.219,14,True
458,RST-e4743923-e621-53e1-9720-a76d8b393c46,Krish South Dhaba,South Indian,8,Mid,₹₹,4.64,5,0.18,14,False
459,RST-e25c0013-f346-5ea1-ad2b-c85217f0d707,Gola Biryani Dhaba,Biryani,30,Budget,₹,3.13,1,0.237,31,False
460,RST-f92334a0-6868-50cd-aee7-91d870735bdd,Sankaran Desserts Biryani House,Desserts,37,Budget,₹,4.34,2,0.233,18,False
461,RST-e05e4f52-8115-51a4-b96a-79d55c301b4c,Shankar Desserts House,Desserts,32,Budget,₹,3.51,2,0.239,14,False
462,RST-326fdd4d-f9b5-5388-9e7a-d5566b2dd87f,Rajagopalan North Kitchen,North Indian,1,Premium,₹₹₹,3.74,0,0.19,22,False
463,RST-32aa9f42-e439-5028-bb3d-889408a1ce36,Goswami Chinese Point,Chinese,21,Budget,₹,4.46,3,0.216,9,False
464,RST-634e234f-473d-5787-850a-a219c4a215a0,Chandran Biryani Express,Biryani,38,Budget,₹,3.17,2,0.159,16,False
465,RST-cd7dab2d-7839-5288-af5f-bf8f4c29e4d9,Ramaswamy Fast Corner,Fast Food,13,Budget,₹,4.19,4,0.197,24,False
466,RST-b2d8c84a-b0d0-5a11-8491-07f573d9de94,Bassi North House,North Indian,12,Mid,₹₹,4.13,1,0.214,13,False
467,RST-7db6250e-698b-52f1-b73e-b81ceb7fa1d6,Khatri Chinese Restaurant,Chinese,1,Mid,₹₹,4.13,6,0.24,26,False
468,RST-eac720cf-f574-5e4a-8a9a-a45c1a77d85e,Dugar Cafe Restaurant,Cafe,30,Premium,₹₹₹,4.15,2,0.207,21,False
469,RST-63ec2dab-bf31-5055-9ff4-332ed32cf463,Mahal Biryani Cafe,Biryani,1,Mid,₹₹,4.67,1,0.17,20,False
470,RST-3e924420-d53b-5940-8f01-52b9e15a9db2,Yogi Rolls Junction,Rolls,5,Mid,₹₹,4.64,1,0.233,13,False
471,RST-20a10e83-7bbc-5587-9e7c-79ca5629cd26,Manne Biryani Point,Biryani,39,Mid,₹₹,4.2,4,0.225,23,False
472,RST-7809f84d-b28d-5315-a5e1-11db9f09d0c9,Bhavsar Biryani Foods,Biryani,43,Budget,₹,3.84,1,0.15,16,False
473,RST-c622a9ce-031b-5998-92c6-13c4dc9349f8,Kalla Pizza Foods,Pizza,49,Premium,₹₹₹,3.95,1,0.176,8,True
474,RST-00ae68e5-b550-5260-a3b1-1ea713237c12,Tak South House,South Indian,8,Premium,₹₹₹,4.7,2,0.235,21,False
475,RST-ddec7497-40c9-5d10-af11-2124adc40330,Sabharwal South Foods,South Indian,3,Budget,₹,4.4,1,0.197,17,False
476,RST-f8ea361e-5b7a-5dc9-817d-0258d8c67edb,Dara Healthy House,Healthy,8,Mid,₹₹,3.78,1,0.15,26,False
477,RST-9732491e-da54-5817-8ab2-ea350b9822bb,Pillay Cafe Dhaba,Cafe,2,Budget,₹,4.16,2,0.179,11,False
478,RST-9209c449-2b67-5c96-a639-6da5ae373cff,Bose Rolls Express,Rolls,32,Mid,₹₹,4.2,30,0.23,20,True
479,RST-0ff531f9-7d11-57f4-940b-c4eae111c2e5,Cheema North Point,North Indian,11,Mid,₹₹,4.04,1,0.212,9,False
480,RST-6b2d80aa-b14b-58dc-baea-c6d8962cd335,Thaman North Junction,North Indian,7,Premium,₹₹₹,4.56,4,0.248,6,True
481,RST-c6b82a78-f9e8-55f4-84ee-7bcd14570eda,Nanda South Junction,South Indian,1,Mid,₹₹,3.92,2,0.179,18,True
482,RST-c7f73d50-3073-5d63-a98c-e3213678e9d5,Rout Street Junction,Street Food,7,Mid,₹₹,4.67,3,0.229,17,True
483,RST-c7ec5def-dd3e-5556-ba1c-697f02503a79,Seshadri Beverages Corner,Beverages,31,Mid,₹₹,3.76,1,0.208,11,False
484,RST-76913ff9-456d-5eaf-8e76-50e86b6a5095,Gala Fast Foods,Fast Food,17,Budget,₹,3.79,1,0.208,10,False
485,RST-7fc0c275-c11d-598a-b4c4-2e8179acdf09,Krishnan Street Foods,Street Food,1,Mid,₹₹,3.49,1,0.225,25,False
486,RST-65e3b94f-ef97-53be-a4b0-24e29636675d,Johal North Biryani House,North Indian,2,Mid,₹₹,4.73,3,0.203,16,False
487,RST-f41306ab-aefd-5583-9972-1ff1159b200f,Toor Fast Kitchen,Fast Food,6,Premium,₹₹₹,5.0,5,0.219,23,False
488,RST-31dfef32-2b6b-5a26-b15e-310e5a2b6bff,Basu South Dhaba,South Indian,2,Premium,₹₹₹,4.26,2,0.191,13,False
489,RST-2f385907-e76b-5631-b0ad-7ef3bd30b527,Shere Chinese Kitchen,Chinese,40,Budget,₹,4.78,65,0.15,29,False
490,RST-f69a8ad5-6fc0-5a3c-b18a-279bea5a697a,Bala Street Foods,Street Food,15,Budget,₹,3.97,1,0.209,18,True
491,RST-f81ea5c0-c681-5bfe-9cfd-4f76add9c72d,Bora Cafe Point,Cafe,2,Budget,₹,4.6,1,0.258,9,False
492,RST-9bba4399-cdc1-5677-af77-babd6d22f3b3,Shenoy North Restaurant,North Indian,23,Budget,₹,4.2,2,0.233,23,False
493,RST-7220073e-e24a-522a-bb63-4d2b45a287bf,Raj South Dhaba,South Indian,6,Mid,₹₹,3.92,1,0.199,31,False
494,RST-de42a085-c4bd-5bd8-9848-7ee08747f020,Oza Fast Foods,Fast Food,4,Premium,₹₹₹,4.32,12,0.172,18,False
495,RST-fc9e2741-b628-5e65-bce1-1eb5d6598c29,Rastogi North Biryani House,North Indian,11,Mid,₹₹,4.58,2,0.161,14,True
496,RST-75e0709c-d99c-5eae-92d9-9c1e1312e182,Hayer Fast Dhaba,Fast Food,1,Mid,₹₹,3.77,1,0.224,18,True
497,RST-64c009d9-8485-5af1-b135-0da2fea1db34,Ranganathan Fast Biryani House,Fast Food,8,Mid,₹₹,4.71,2,0.218,30,False
498,RST-8c66b68d-9e79-5c0e-8711-2c36c0e07a74,Barad Chinese Biryani House,Chinese,29,Budget,₹,3.59,0,0.156,23,True
499,RST-63540986-a880-59fe-9a02-acc86900b557,Anne Chinese Point,Chinese,39,Mid,₹₹,4.34,51,0.15,16,False
500,RST-49cc896e-8cb1-5fbe-a07e-b71aa1a8cce6,Krishna South Junction,South Indian,5,Mid,₹₹,4.55,14,0.15,17,False
501,RST-83e40b36-be4b-547e-842c-1e1c2409fe08,Contractor Street Restaurant,Street Food,14,Budget,₹,3.56,1,0.188,12,False
502,RST-198508c8-56d3-5ec3-bec7-e73f7969d817,Deshpande Chinese Point,Chinese,3,Premium,₹₹₹,5.0,5,0.162,13,False
503,RST-f1961e63-86d1-55ec-adad-ab39df48622a,Narain Fast Corner,Fast Food,11,Mid,₹₹,3.99,1,0.154,19,False
504,RST-fd2c156f-5445-5ab8-9900-c67b5967f720,Shetty Chinese Corner,Chinese,4,Budget,₹,4.17,1,0.245,26,False
505,RST-0ac8bebf-1b2c-5d70-8656-1c9ff39a3dc5,Sundaram Rolls Restaurant,Rolls,11,Mid,₹₹,3.8,1,0.234,14,True
506,RST-fcc131d2-9a02-5f95-958a-cac18d762ad2,Shenoy North Kitchen,North Indian,3,Mid,₹₹,3.83,1,0.208,10,False
507,RST-21eec5a7-a5aa-522c-a8ec-592ab4153844,Bir North Junction,North Indian,41,Budget,₹,3.48,0,0.202,19,False
508,RST-7451466a-1d98-5508-b843-0abb786b2e9f,Butala Rolls Biryani House,Rolls,34,Mid,₹₹,4.63,4,0.211,23,False
509,RST-fa2258de-1ea5-50dd-b5b3-a800f1846591,Kibe Rolls Cafe,Rolls,5,Mid,₹₹,4.37,5,0.181,19,False
510,RST-83037a17-6cc0-5eb9-bef9-276c76ab1027,Sarma South Biryani House,South Indian,22,Mid,₹₹,3.99,8,0.26,26,False
511,RST-8ca1d8ed-8a75-5b11-a480-16be14853e28,Dey Chinese Restaurant,Chinese,2,Premium,₹₹₹,4.25,3,0.242,14,False
512,RST-72835623-ddfe-5021-8835-b45b7e8c01ec,Sinha Street House,Street Food,20,Mid,₹₹,4.45,17,0.225,16,True
513,RST-b7acdb89-ec9a-5918-9971-0b289302a50b,Mallick North Express,North Indian,4,Mid,₹₹,4.95,14,0.207,25,False
514,RST-b66567e6-3608-513f-acf6-35918b266c18,Edwin South Cafe,South Indian,2,Budget,₹,4.29,2,0.202,20,False
515,RST-4b953a42-0c25-536a-bdca-f3b37b1b8b5f,Garde Biryani Foods,Biryani,16,Budget,₹,4.37,1,0.205,20,False
516,RST-6920371e-a49d-5d26-bedb-85c608e2303a,Badami Chinese Foods,Chinese,8,Mid,₹₹,4.46,3,0.211,15,False
517,RST-3414e3eb-fd96-5fbc-a9b4-06c7e564a7aa,Chaudhry Pizza Foods,Pizza,10,Budget,₹,4.04,1,0.229,25,False
518,RST-9801f86f-6bde-5b47-b1da-9d7aa4fe4c1e,Goel Pizza Point,Pizza,9,Mid,₹₹,4.37,6,0.234,17,False
519,RST-29846810-fd5f-5926-9182-69544a213d65,Menon Fast House,Fast Food,1,Budget,₹,3.92,1,0.218,15,False
520,RST-84a33f0d-61d4-5ae3-8f96-45de60162a8a,Dash Fast Junction,Fast Food,1,Budget,₹,4.88,2,0.194,14,False
521,RST-ca00932b-88ff-5aaf-b60c-e0321bcffcdb,Warrior Biryani Cafe,Biryani,12,Mid,₹₹,4.79,136,0.229,12,False
522,RST-d8a046f4-9392-505d-abed-10ba470be3ce,Raman Desserts Restaurant,Desserts,13,Budget,₹,4.18,3,0.243,24,False
523,RST-f01a13f2-d006-5f5b-a8c2-d695bcdcf420,Ganguly North Express,North Indian,1,Mid,₹₹,4.66,2,0.195,9,False
524,RST-a8d028fa-1260-51c7-8bfc-3ba6b76bd6e2,Brahmbhatt Chinese Express,Chinese,6,Mid,₹₹,3.47,1,0.183,18,False
525,RST-b2aa54fd-23e0-5885-bd38-7de074705619,Apte Pizza Foods,Pizza,13,Budget,₹,4.47,2,0.206,17,False
526,RST-bc3832de-6562-508f-9686-3466f33994c3,Mahajan Chinese Kitchen,Chinese,15,Budget,₹,3.86,0,0.205,8,False
527,RST-45fa8c3a-8b86-542d-ae0c-33bbe5dd2d4f,Dube North Junction,North Indian,27,Budget,₹,4.34,2,0.195,20,True
528,RST-5ca4b22e-8c0a-5831-bd05-bf62ab80c0c4,Sastry Chinese Express,Chinese,7,Budget,₹,4.41,2,0.224,18,False
529,RST-fb764cba-daac-511c-9f5f-fa5cc603264c,Parmar Rolls Biryani House,Rolls,10,Mid,₹₹,3.77,3,0.15,16,False
530,RST-8071b897-5f69-5935-9368-691f5ec2a354,Gokhale North Junction,North Indian,11,Mid,₹₹,3.53,2,0.214,20,False
531,RST-cf709a4f-4f17-51de-87af-3436d908fb0f,Kalita Rolls House,Rolls,5,Mid,₹₹,4.84,1006,0.188,10,False
532,RST-faecaf4e-864b-5847-a651-481999d19061,Banerjee Desserts Cafe,Desserts,1,Mid,₹₹,4.18,1,0.224,28,True
533,RST-f36117ce-2c56-5763-8704-5d2be790e1b5,Walia Pizza House,Pizza,1,Premium,₹₹₹,4.12,1,0.229,16,False
534,RST-487f4826-b658-58db-9588-7050bc3f2b98,Kalita South Junction,South Indian,28,Budget,₹,4.26,1,0.217,18,False
535,RST-f292dd82-9b8b-5263-b26d-30e0a4e0511a,Sathe Desserts Biryani House,Desserts,3,Premium,₹₹₹,4.2,4,0.24,13,False
536,RST-10e3b3e2-10ce-5c15-9a1a-3f5cf8ddd14b,Batta South House,South Indian,13,Mid,₹₹,3.37,1,0.187,10,False
537,RST-c1b4107d-414d-511c-8af8-b1f3d66ff1bb,Virk Mughlai Dhaba,Mughlai,11,Mid,₹₹,3.59,2,0.231,13,False
538,RST-327d8afc-ae98-5ef4-991c-14bbb5f0d6a8,Chauhan Rolls Kitchen,Rolls,6,Budget,₹,4.54,3,0.181,16,False
539,RST-14f9d9b7-e75f-553d-b663-eed2bdb85ab2,Ramakrishnan North Point,North Indian,27,Budget,₹,4.43,3,0.191,34,True
540,RST-98e9a8f7-18a6-5b81-8b44-5fa55f53666d,Morar Desserts Foods,Desserts,17,Premium,₹₹₹,4.03,2,0.22,21,False
541,RST-a153b695-0271-5bdd-ad56-66abe4fbd1f8,Sawhney Biryani Point,Biryani,1,Budget,₹,4.23,2,0.208,19,False
542,RST-cc11afaf-45f5-537a-a2b5-3a14f36e36e7,Ben Biryani Cafe,Biryani,22,Premium,₹₹₹,3.47,1,0.208,12,False
543,RST-1a34d77c-19bc-52a4-8ae1-8dc8c6c86f9a,Agrawal Biryani Kitchen,Biryani,9,Mid,₹₹,3.53,1,0.224,25,False
544,RST-3d07ea4a-dfed-518e-8725-d77fd198d664,Bava Fast Foods,Fast Food,5,Mid,₹₹,4.48,4,0.212,14,False
545,RST-bfc74f8f-22d9-53c5-accc-7b89a8f224d0,Purohit Rolls Biryani House,Rolls,19,Mid,₹₹,3.89,1,0.227,15,True
546,RST-4e22789a-bb55-5e75-be6b-8572be2c3f11,Jaggi Cafe Foods,Cafe,16,Budget,₹,3.87,1,0.198,19,False
547,RST-e43331fc-76fc-5bfb-b517-686bfda25777,Krish Chinese Express,Chinese,5,Mid,₹₹,4.3,8,0.241,23,False
548,RST-c131b7de-e194-5c6d-b288-ed85a8a83f14,Prasad Pizza Express,Pizza,48,Premium,₹₹₹,3.05,1,0.213,7,False
549,RST-ee9c9a27-609d-5069-b65f-998c56b11a9b,Khare Pizza Cafe,Pizza,14,Budget,₹,3.77,2,0.224,20,False
550,RST-c9224657-e3e7-5538-9511-ea7d334a77df,Iyengar Pizza Restaurant,Pizza,12,Premium,₹₹₹,4.67,3,0.193,25,True
551,RST-8511ca45-4e06-542e-aabd-5388782ef26d,Chand Biryani Restaurant,Biryani,1,Premium,₹₹₹,4.53,2,0.187,15,False
552,RST-54f85478-71b0-53e3-995a-46d5391e99e1,Babu Biryani Biryani House,Biryani,4,Budget,₹,4.14,1,0.239,12,False
553,RST-40b337fa-9342-5f28-8afa-f47b97aa6016,Sama Desserts Point,Desserts,7,Mid,₹₹,4.69,19,0.214,28,False
554,RST-ea54d319-85ed-510c-a03a-4bbc1e324c14,Bala Chinese Biryani House,Chinese,13,Budget,₹,3.43,1,0.23,10,True
555,RST-ba323a7d-8722-5289-9470-3f72204dcf1e,Atwal South Foods,South Indian,9,Mid,₹₹,3.57,1,0.195,21,False
556,RST-8b282b30-0086-54eb-8a8d-226be5e4d919,Nazareth Fast Cafe,Fast Food,21,Premium,₹₹₹,4.62,3,0.15,20,False
557,RST-1d66fcd3-6c9b-5ef2-91aa-9a8a2e15e3fb,Handa South Junction,South Indian,4,Premium,₹₹₹,4.92,3,0.224,18,False
558,RST-366e4dd7-9222-5c12-a61c-228ea99ebce0,Bhatnagar North House,North Indian,17,Premium,₹₹₹,4.18,1,0.191,22,False
559,RST-d4b39b1d-f09a-58a5-983e-8d14a3d6aede,Kannan North Point,North Indian,26,Budget,₹,4.51,4,0.237,25,False
560,RST-92f305a3-b81d-5d84-9323-12352bc91756,Char Pizza Dhaba,Pizza,22,Mid,₹₹,4.44,262,0.226,24,False
561,RST-2e226e31-a090-50d7-89a2-93a61ce1be16,Ganesh Street Junction,Street Food,22,Budget,₹,4.43,1,0.222,21,False
562,RST-a6f2c26a-a77e-5f0d-92aa-e3812b172467,Ganesh Biryani Point,Biryani,34,Mid,₹₹,4.52,7,0.218,9,False
563,RST-eec37d6d-74df-56d1-a09b-e9040465556c,Basu North Dhaba,North Indian,2,Budget,₹,4.52,5,0.24,27,False
564,RST-fe12c4ed-8da2-51ad-b7ef-b0ae6be3134c,Sagar Beverages Restaurant,Beverages,17,Budget,₹,4.29,1,0.182,10,True
565,RST-f5d6d40c-b1ab-5f11-8efb-cc1d2796adf7,Vala South Foods,South Indian,45,Budget,₹,4.79,13,0.214,14,False
566,RST-fe4e7db1-6094-5894-88d1-4886ae189a61,Chokshi Healthy Dhaba,Healthy,11,Budget,₹,4.56,3,0.267,19,False
567,RST-ccabd7a0-ca60-5adb-bd1e-4a858ce53da3,Narain Fast Cafe,Fast Food,3,Budget,₹,4.21,2,0.216,17,False
