customer_key,customer_id,signup_date,gender,age_group,city_key,city,persona,is_gold_member,device_preference,marketing_channel
6952,CUST-be491c3b-3e1c-5eef-a935-0b7b214fc367,2025-10-07,Female,25-34,9,Noida,premium_foodie,True,Android,Push Notification
6953,CUST-5fbb98ed-1856-5586-80db-2d480c966d29,2023-07-02,Male,45-54,1,Bengaluru,occasional,False,Android,Google Ads
6954,CUST-56f20e8d-2990-5874-aea1-952d8c610ca6,2026-04-16,Male,25-34,1,Bengaluru,habitual_regular,True,Android,Google Ads
6955,CUST-8198877e-d75f-578c-a535-894d67b1b51c,2023-06-25,Male,35-44,18,Surat,value_seeker,False,Android,Referral
6956,CUST-78b35bc7-4c8b-5e24-b6ed-c1563a6f3b70,2023-07-06,Male,25-34,6,Chennai,value_seeker,False,Android,Organic
6957,CUST-54f3c8af-e0ca-52ae-bc5f-210cdc96fbe9,2023-08-24,Male,18-24,12,Lucknow,occasional,False,iOS,Organic
6958,CUST-3abe4504-d131-59e1-a4cb-7e2a5396c343,2025-01-25,Female,25-34,8,Gurugram,value_seeker,False,iOS,Offers/CRM
6959,CUST-1c107a93-4f72-59d3-9558-21ff00ce5f76,2025-05-22,Male,25-34,13,Chandigarh,occasional,False,Android,Referral
6960,CUST-641c3959-0380-56ac-b9b5-2949da276a3d,2023-12-09,Male,25-34,19,Bhubaneswar,night_owl,False,Android,Organic
6961,CUST-5321f87c-35a1-5c47-9661-d1f17af85fa1,2025-11-22,Female,35-44,1,Bengaluru,habitual_regular,True,Android,Referral
6962,CUST-c6d70a35-26f0-5b9b-b81c-28d102bd364e,2023-10-29,Male,25-34,21,Visakhapatnam,occasional,False,Android,Instagram Ads
6963,CUST-8ac845af-332e-5d76-b55d-6794c30a36d5,2026-05-05,Female,45-54,32,Amritsar,habitual_regular,False,Android,Google Ads
6964,CUST-9d18fc06-e7d0-5e5f-87e1-2c2b9dbc80cc,2025-01-05,Female,25-34,20,Vadodara,occasional,False,Android,Organic
6965,CUST-5155ddcc-be63-572f-a647-abf3dce34a50,2025-05-13,Male,25-34,6,Chennai,value_seeker,False,iOS,Organic
6966,CUST-57db75a1-2343-5fd7-af41-509c678ac3eb,2025-12-02,Female,35-44,3,Mumbai,occasional,False,iOS,Organic
6967,CUST-eba2d706-1efc-53d0-94e1-dfb221039319,2026-01-26,Male,25-34,38,Madurai,night_owl,False,Android,Organic
6968,CUST-eaa0900e-c264-5354-9f4d-3de39722665a,2025-12-31,Female,25-34,6,Chennai,value_seeker,False,Android,Organic
6969,CUST-f954bbf3-da49-52f6-a121-c78835c071b4,2024-09-27,Male,25-34,13,Chandigarh,occasional,False,iOS,Instagram Ads
6970,CUST-38f23e43-318d-53c3-9d51-77e269a4eea8,2025-11-17,Male,25-34,34,Jodhpur,premium_foodie,True,Android,Organic
6971,CUST-f6b36be6-21cb-5927-870d-4c3c74fd02da,2023-08-26,Female,25-34,3,Mumbai,occasional,False,iOS,Offers/CRM
6972,CUST-b0855ed7-3455-53b8-b741-6f65c07f81ec,2025-08-14,Male,35-44,2,Delhi,habitual_regular,True,iOS,Google Ads
6973,CUST-8cd56079-e13c-595d-b235-9c950a821cc8,2024-10-17,Male,25-34,1,Bengaluru,habitual_regular,False,Android,Referral
6974,CUST-b6fd0b3b-d59d-52ef-b121-948fab44d6d0,2023-02-20,Female,25-34,46,Patna,occasional,False,iOS,Organic
6975,CUST-b51d2db1-a3ac-52c5-b81e-5820350fc932,2025-12-26,Male,18-24,15,Indore,value_seeker,False,Web,Google Ads
6976,CUST-f27564ed-a015-519b-b6a3-098f6afd39a1,2026-03-10,Male,35-44,30,Raipur,occasional,False,iOS,Organic
6977,CUST-d95ffcd9-3947-5bc5-9fed-bf9e97472a28,2023-11-03,Female,18-24,13,Chandigarh,occasional,False,Android,Instagram Ads
6978,CUST-da561d70-2d2c-51e1-a9e7-2f5a2ea62c33,2024-01-02,Female,18-24,20,Vadodara,habitual_regular,True,Android,Organic
6979,CUST-f7462323-41d9-5277-8688-4cca594d6cba,2023-11-05,Male,18-24,20,Vadodara,value_seeker,False,Android,Google Ads
6980,CUST-8755f8d2-ccda-5673-9dc9-2058394ba570,2026-06-30,Female,25-34,2,Delhi,habitual_regular,True,Android,Organic
6981,CUST-4fd8a48d-7d66-57be-b5ed-c90c8d3a684d,2023-06-15,Male,55+,2,Delhi,habitual_regular,True,iOS,Organic
6982,CUST-e56e3684-3be7-5976-9c36-aa26c99b2e3e,2025-10-14,Male,18-24,3,Mumbai,night_owl,False,Android,Instagram Ads
6983,CUST-e901c840-ef0b-5ca5-baf1-40cdba3ba42c,2023-04-30,Male,18-24,2,Delhi,occasional,False,Android,Organic
6984,CUST-c52101f7-7536-5088-aa93-7b7e92d1d35e,2025-09-04,Male,18-24,3,Mumbai,value_seeker,True,Web,Google Ads
6985,CUST-b16963ea-93e3-5169-b704-71ea84f5c0e6,2026-06-05,Female,18-24,25,Thiruvananthapuram,premium_foodie,False,Android,Referral
6986,CUST-3b49490a-c282-55eb-b086-3a0a21287556,2024-01-14,Male,35-44,9,Noida,premium_foodie,True,Android,Referral
6987,CUST-c40f898d-ce19-5c71-b234-0e1150be412e,2025-10-10,Female,35-44,3,Mumbai,habitual_regular,True,Android,Push Notification
6988,CUST-370b6fa1-43b2-5039-bbeb-967c4e01540d,2025-10-19,Male,25-34,38,Madurai,value_seeker,False,iOS,Offers/CRM
6989,CUST-bd5ecc5f-9143-5604-86c3-1d9f80a99777,2024-09-14,Female,18-24,8,Gurugram,premium_foodie,True,Android,Organic
6990,CUST-7451e609-d79c-5a16-92d9-b4dbac69ca3b,2026-03-14,Male,35-44,40,Guntur,value_seeker,False,Android,Instagram Ads
6991,CUST-105ab01d-fcb7-50aa-b414-1d528f76032f,2025-10-15,Male,35-44,2,Delhi,value_seeker,False,Android,Referral
6992,CUST-9b18d666-2e68-573a-bb56-09943cd863ff,2024-03-21,Male,35-44,1,Bengaluru,value_seeker,False,Android,Google Ads
6993,CUST-1204bf80-380e-54d8-ba70-2f6730caab8c,2023-11-24,Female,18-24,31,Dehradun,occasional,False,Android,Referral
6994,CUST-696316a4-168d-5cb1-bc60-e6e63545146a,2026-02-05,Female,25-34,5,Pune,occasional,True,iOS,Instagram Ads
6995,CUST-2f89a347-9e46-5caf-9488-1543a30df191,2023-04-15,Female,35-44,10,Ahmedabad,premium_foodie,True,iOS,Google Ads
6996,CUST-0cd72a14-fd5e-57ca-9478-9acb91324008,2026-02-28,Male,25-34,6,Chennai,occasional,False,Android,Organic
6997,CUST-84e011fa-9fa9-53ea-b80c-3a62e55635bf,2023-09-08,Male,18-24,42,Siliguri,habitual_regular,False,Android,Instagram Ads
6998,CUST-eb270ebc-42d7-52db-ae33-06e060b142dd,2026-03-03,Female,35-44,1,Bengaluru,habitual_regular,True,iOS,Offers/CRM
6999,CUST-bd52aee2-3ba8-50da-a1c3-f4ace56ce869,2024-06-03,Male,25-34,5,Pune,occasional,False,Android,Organic
7000,CUST-407fd439-ccc7-5bdc-bfeb-7b9e9e357b9c,2026-01-09,Male,35-44,10,Ahmedabad,value_seeker,False,iOS,Organic
7001,CUST-39ce69da-a277-5590-87c6-c43450332d40,2026-06-30,Male,25-34,48,Gwalior,habitual_regular,True,Android,Push Notification
7002,CUST-e169c379-5868-5e09-848d-1130387b4f3b,2024-07-12,Male,25-34,2,Delhi,habitual_regular,False,Android,Instagram Ads
7003,CUST-f9ae880e-f8a7-53f2-96b8-94bf82977a34,2026-02-08,Male,25-34,1,Bengaluru,value_seeker,True,Android,Instagram Ads
7004,CUST-80d3d951-89bb-51a0-b2f0-ddb2893bcddb,2025-12-23,Male,25-34,22,Bhopal,premium_foodie,True,Android,Referral
7005,CUST-ebb4b342-b365-5202-939f-2499ee346ce5,2025-12-23,Female,25-34,5,Pune,value_seeker,False,Android,Offers/CRM
7006,CUST-eda6060b-c058-5743-a178-11b0b49b6009,2024-09-14,Male,35-44,6,Chennai,value_seeker,False,Android,Organic
7007,CUST-83bfed87-d944-5b11-bf9a-5754e47c9f65,2026-01-23,Female,25-34,26,Mysuru,night_owl,False,iOS,Referral
7008,CUST-3a494cbc-dfdd-51fb-9d3b-ee9c2302cd1a,2026-05-13,Male,25-34,6,Chennai,value_seeker,False,Android,Referral
7009,CUST-e02bb373-460d-5b47-8e2d-06f26c49ecef,2023-02-05,Male,18-24,16,Coimbatore,value_seeker,False,Android,Offers/CRM
7010,CUST-29362bd1-edf0-577e-b118-47564e039dd5,2026-01-08,Male,35-44,3,Mumbai,value_seeker,False,Android,Referral
7011,CUST-2780f0f1-ec8d-5f66-a053-9c96af3c3988,2023-08-22,Female,45-54,18,Surat,premium_foodie,False,Android,Instagram Ads
7012,CUST-28b8b786-7cd7-59ff-9942-ad16d151c47c,2024-03-09,Other,25-34,14,Kochi,occasional,False,iOS,Instagram Ads
7013,CUST-ecad382b-610a-5712-9ce9-9425f0dec271,2024-11-09,Male,35-44,14,Kochi,night_owl,False,Web,Push Notification
7014,CUST-48cbbb78-da11-5c8c-876d-41409fb4bff1,2026-06-20,Male,18-24,19,Bhubaneswar,value_seeker,False,Web,Offers/CRM
7015,CUST-3f0e476d-7ce8-59d9-839e-44116f4fcebd,2025-11-04,Male,18-24,8,Gurugram,value_seeker,True,Android,Organic
7016,CUST-6b704575-b8d7-523f-af44-70eb88f77469,2026-06-23,Other,25-34,3,Mumbai,premium_foodie,False,iOS,Organic
7017,CUST-112ec9e5-2aed-50fc-99d5-2b701a42f617,2024-11-17,Male,25-34,9,Noida,night_owl,False,Android,Organic
7018,CUST-a68068b6-a92c-5d19-b287-ad0ec3c8a835,2025-11-03,Female,18-24,1,Bengaluru,habitual_regular,True,Android,Organic
7019,CUST-419ac7f3-bc8d-5fca-bfa0-cf0a9f4fdbe9,2025-09-24,Male,25-34,25,Thiruvananthapuram,night_owl,False,Android,Organic
7020,CUST-845dc9c4-f1e0-574c-abdc-9ebf8a3f9efa,2023-01-15,Male,18-24,30,Raipur,occasional,False,Android,Referral
7021,CUST-0810d5c1-b6ce-570d-bcd5-f3a8527535bb,2023-09-09,Female,35-44,2,Delhi,value_seeker,False,Android,Instagram Ads
7022,CUST-2ebe0f35-146f-58ce-9008-2c8234814ed9,2023-02-07,Female,25-34,11,Jaipur,premium_foodie,True,Android,Offers/CRM
7023,CUST-3a2cb30b-fdac-5860-a9f2-8cfbb9a8e900,2025-02-12,Male,25-34,5,Pune,night_owl,False,Android,Referral
7024,CUST-6ba57270-5804-540e-bc2f-3fac29d51cb6,2025-06-21,Male,25-34,5,Pune,habitual_regular,False,iOS,Organic
7025,CUST-11642fb2-6c83-5f43-bc8a-fcbef8a78c5c,2023-05-06,Female,25-34,3,Mumbai,night_owl,False,Android,Organic
7026,CUST-67241859-a5bc-583f-a09c-1f26647b48dc,2024-05-22,Female,18-24,6,Chennai,habitual_regular,True,Android,Offers/CRM
7027,CUST-02892695-5f6c-5b6d-9ceb-8cb29f1ef8b0,2025-12-21,Female,35-44,31,Dehradun,night_owl,False,iOS,Push Notification
7028,CUST-11018891-9c72-516c-b5fa-4a695b646b6c,2023-10-27,Female,35-44,13,Chandigarh,habitual_regular,True,Android,Organic
7029,CUST-316f3ef0-cfd8-53e8-a62b-00799f2f1796,2025-10-08,Male,18-24,50,Meerut,occasional,False,iOS,Offers/CRM
7030,CUST-6475edf5-6c3e-5d6e-beb8-e7a2e2aa5a9f,2025-01-24,Female,55+,6,Chennai,habitual_regular,False,Web,Organic
7031,CUST-804b1f14-8ae7-5654-b480-a1c2927d6df2,2023-08-11,Female,45-54,20,Vadodara,value_seeker,False,iOS,Organic
7032,CUST-6227163e-a694-504f-85a2-830fd0b4b0e9,2025-11-11,Male,25-34,2,Delhi,habitual_regular,True,iOS,Referral
7033,CUST-1b02f343-2bfb-5b25-bdf5-2d23afe4d8dd,2026-02-09,Female,25-34,5,Pune,habitual_regular,True,iOS,Referral
7034,CUST-d7306cd3-1b43-59e4-a017-9229328283b3,2025-04-29,Female,35-44,11,Jaipur,occasional,False,Android,Google Ads
7035,CUST-9e936449-4aea-572c-9753-809c8a766f84,2025-05-15,Female,25-34,10,Ahmedabad,night_owl,False,Android,Push Notification
7036,CUST-2c3ce3fe-ffed-5cdc-9442-6651a977bde9,2023-06-14,Other,25-34,8,Gurugram,occasional,False,Android,Organic
7037,CUST-89b59922-657e-582c-8bcf-79ea4258f0f4,2026-05-20,Male,25-34,36,Varanasi,occasional,False,iOS,Organic
7038,CUST-64bc065e-a927-54a7-a592-e83a73a47aee,2026-03-09,Male,35-44,10,Ahmedabad,habitual_regular,True,iOS,Instagram Ads
7039,CUST-85e43742-be2b-5ae8-b840-7724bf65192e,2026-06-25,Male,25-34,36,Varanasi,premium_foodie,True,iOS,Google Ads
7040,CUST-b64c60a9-90a7-5012-acb3-3d6b67bdef4c,2025-11-13,Male,25-34,1,Bengaluru,value_seeker,False,Android,Push Notification
7041,CUST-09d3d873-87b8-5982-aff8-156fd34d8047,2025-08-07,Male,18-24,30,Raipur,occasional,False,iOS,Organic
7042,CUST-03229864-bc88-52f9-82d3-5cb4678a80db,2026-03-05,Female,35-44,2,Delhi,premium_foodie,False,Android,Organic
7043,CUST-1942f4b7-a236-5805-9696-d6793371f4ce,2026-05-05,Male,18-24,12,Lucknow,night_owl,False,Android,Push Notification
7044,CUST-d87d9ab1-6954-5fc3-b593-ce25ee7c922f,2026-04-17,Female,18-24,15,Indore,night_owl,False,Android,Google Ads
7045,CUST-df9eeef7-ff10-512a-85e1-0cd8a952b290,2023-04-19,Female,45-54,37,Agra,value_seeker,False,Android,Push Notification
7046,CUST-c57482e2-3b51-53b1-900c-9ef707c83137,2025-12-09,Male,18-24,5,Pune,occasional,False,Android,Google Ads
7047,CUST-ff1e6b11-5fc2-5e66-97d1-407e012e399b,2024-10-30,Female,25-34,4,Hyderabad,night_owl,False,Android,Organic
7048,CUST-68582593-85f6-5b73-b2da-0ee53a233cb2,2026-01-13,Other,25-34,33,Ludhiana,value_seeker,False,iOS,Instagram Ads
7049,CUST-d6b7bece-b7ea-5b0e-ba93-0769342f2d39,2023-06-25,Female,25-34,6,Chennai,occasional,False,Android,Organic
7050,CUST-27c15dc3-4418-5d74-8bf5-9df968f459b6,2025-04-15,Male,25-34,20,Vadodara,habitual_regular,False,iOS,Referral
7051,CUST-d60e5449-2d09-5022-bfe1-d94c182b9071,2026-06-14,Male,35-44,1,Bengaluru,value_seeker,False,Web,Google Ads
7052,CUST-76b24fc6-1dff-5fd1-a895-8e5bd2ab43bb,2025-07-18,Male,55+,1,Bengaluru,occasional,False,iOS,Organic
7053,CUST-a4856cc1-9e77-5f8f-b7bc-d44cb78124b9,2023-06-14,Female,18-24,23,Nashik,value_seeker,True,Android,Instagram Ads
7054,CUST-ef220397-a712-5032-9fdb-34c0bdfac08a,2026-05-27,Male,18-24,1,Bengaluru,night_owl,False,Android,Referral
7055,CUST-e51ab686-1d99-56b0-ae6f-5c8c100bf128,2024-07-13,Male,18-24,5,Pune,occasional,False,Web,Referral
7056,CUST-43da131c-53ce-5182-98f9-becf12ef4500,2026-04-26,Male,35-44,3,Mumbai,premium_foodie,True,Android,Referral
7057,CUST-f7fd368a-6cf8-5b1a-abc2-1a7b74ef4cb1,2024-04-18,Female,18-24,14,Kochi,occasional,True,Android,Google Ads
7058,CUST-b98d7c5e-0678-5148-b1ad-262c0121634f,2025-03-07,Male,18-24,5,Pune,occasional,False,Android,Offers/CRM
7059,CUST-881a6d1e-2bdb-535a-8fbf-1e998f4d9bc8,2023-11-04,Female,55+,4,Hyderabad,value_seeker,False,Android,Organic
7060,CUST-e276a43e-d033-597f-a968-90c5e04e3c7c,2026-03-11,Female,25-34,31,Dehradun,occasional,False,Android,Organic
7061,CUST-70fc6d51-fa99-58bc-9dab-bc91df8db536,2025-09-19,Female,18-24,1,Bengaluru,premium_foodie,False,Android,Organic
7062,CUST-42f2a36e-2280-529e-ba7b-17a664345c1d,2023-10-09,Male,18-24,3,Mumbai,habitual_regular,True,iOS,Organic
7063,CUST-573684d8-1dac-5802-ab9d-db9aae4f8b7b,2026-02-07,Male,25-34,13,Chandigarh,night_owl,True,Android,Organic
7064,CUST-078dc11b-f2f8-5382-9302-6195baa56eca,2026-06-24,Male,18-24,2,Delhi,value_seeker,False,Android,Google Ads
7065,CUST-001654d9-c333-528a-907e-0f16b3ba7f8a,2026-05-20,Male,35-44,19,Bhubaneswar,habitual_regular,True,Android,Google Ads
7066,CUST-d2544dff-f103-5071-8abd-0a8b870f1aaa,2023-05-09,Female,25-34,26,Mysuru,night_owl,False,Android,Referral
7067,CUST-e19af1e7-3213-505a-b4da-dc936d973652,2025-12-28,Female,35-44,43,Warangal,habitual_regular,False,iOS,Instagram Ads
7068,CUST-4861e015-6b3e-5aa6-b19e-ff2cd7358f57,2026-04-22,Male,25-34,27,Mangaluru,value_seeker,False,iOS,Instagram Ads
7069,CUST-a8fe1445-5160-55bd-9567-12e07384e038,2026-06-26,Male,25-34,23,Nashik,premium_foodie,True,iOS,Instagram Ads
7070,CUST-a426ce81-6e10-5b51-9820-42dd7db79921,2026-05-11,Male,25-34,2,Delhi,occasional,False,iOS,Organic
7071,CUST-8417157e-edbc-554b-a1e7-e1b1656eac31,2026-03-07,Male,35-44,1,Bengaluru,habitual_regular,True,Android,Google Ads
7072,CUST-e107f1f9-3ce0-5a5f-8570-4145400f5c4c,2026-04-01,Female,35-44,9,Noida,occasional,False,Android,Instagram Ads
7073,CUST-e1551d2e-742a-5446-8509-e48d977df91e,2024-03-23,Male,25-34,20,Vadodara,occasional,False,Android,Instagram Ads
7074,CUST-9c3bda9b-304d-5090-b8fe-647a47af57ac,2026-05-23,Male,25-34,1,Bengaluru,value_seeker,False,Web,Organic
7075,CUST-53856f4c-f505-5547-8370-13dd50a4e2ce,2025-12-06,Female,18-24,39,Vijayawada,occasional,False,Android,Organic
7076,CUST-1bea262f-01ac-542c-b0c9-98604823a1e1,2024-08-16,Female,25-34,10,Ahmedabad,habitual_regular,True,iOS,Organic
7077,CUST-2af1baf3-e61d-51ef-a3c1-1e8a3a03f6df,2025-01-27,Male,35-44,4,Hyderabad,night_owl,False,iOS,Organic
7078,CUST-4a50edcc-6db5-5931-9f04-b7ff46cdd91c,2024-09-03,Female,25-34,24,Kanpur,night_owl,False,iOS,Instagram Ads
7079,CUST-29b6a424-6deb-5c4c-a8ac-eaf3b6b5e41c,2025-10-12,Female,45-54,2,Delhi,occasional,False,iOS,Instagram Ads
7080,CUST-2a02a226-766c-5bdb-a04f-d08cf5c73bb8,2023-11-02,Female,25-34,1,Bengaluru,value_seeker,False,Android,Instagram Ads
7081,CUST-188edd6d-933b-53f3-9b00-1bd6633550ec,2024-08-20,Male,25-34,4,Hyderabad,value_seeker,False,Android,Organic
7082,CUST-31388235-66a6-5797-88da-78d32cb5cc7e,2025-11-03,Male,25-34,13,Chandigarh,occasional,False,Android,Organic
7083,CUST-1737e448-b71a-52dc-b490-bb0f235576d1,2025-12-24,Female,25-34,17,Nagpur,habitual_regular,False,Web,Google Ads
7084,CUST-7784eea6-732b-5019-966b-81142b68c7df,2025-03-17,Male,25-34,5,Pune,value_seeker,False,Android,Organic
7085,CUST-d7c5981d-3428-5a0b-824b-13ffd8a041f1,2025-07-28,Male,45-54,1,Bengaluru,value_seeker,False,Android,Organic
7086,CUST-356085a3-454b-5754-aa34-c53e892d1f10,2025-11-19,Female,45-54,12,Lucknow,occasional,False,Android,Organic
7087,CUST-01805727-929c-5472-9b60-4891e1b7e1f7,2025-02-16,Male,25-34,9,Noida,habitual_regular,False,Android,Instagram Ads
7088,CUST-83592675-ac1c-5980-9d46-edd24d8fe51a,2025-08-07,Male,18-24,8,Gurugram,habitual_regular,False,Android,Organic
7089,CUST-910d949b-ded9-5d3d-9cd0-db373523eaa9,2023-11-06,Female,18-24,11,Jaipur,night_owl,False,iOS,Push Notification
7090,CUST-c615a08a-67f5-5de4-8286-fe34d5a5fe1e,2026-05-22,Male,25-34,6,Chennai,night_owl,False,Android,Organic
7091,CUST-f4360f33-df6e-5db5-81a7-c2930af22c8e,2024-03-23,Male,25-34,38,Madurai,premium_foodie,True,Web,Google Ads
7092,CUST-b14b32a9-0a33-53f3-8091-4146d72c3787,2025-01-22,Female,25-34,34,Jodhpur,occasional,False,Android,Google Ads
7093,CUST-7d82ceca-f2a0-593a-8de5-90a77f071e12,2026-04-06,Male,25-34,10,Ahmedabad,habitual_regular,True,Android,Organic
7094,CUST-11e7fe97-9f77-51fd-a479-c3be00fe07af,2024-11-09,Female,35-44,5,Pune,occasional,False,Android,Instagram Ads
7095,CUST-2eac7494-4d50-5787-93e7-c009be972c5e,2024-03-17,Female,25-34,3,Mumbai,occasional,False,iOS,Offers/CRM
7096,CUST-00d55f77-688d-5497-918d-4e621c8d5b1a,2026-02-09,Male,45-54,10,Ahmedabad,habitual_regular,True,Android,Push Notification
7097,CUST-84b01e7f-21fe-5bec-a577-5e306f55404c,2023-10-18,Female,45-54,19,Bhubaneswar,occasional,False,Android,Push Notification
7098,CUST-3a65e24f-fcad-5dd9-9d7d-7b91033fdc86,2026-01-17,Male,25-34,9,Noida,habitual_regular,False,Android,Organic
7099,CUST-0d817a23-fc5e-53ea-9076-07abf8740cd3,2023-11-14,Male,25-34,42,Siliguri,value_seeker,False,iOS,Referral
7100,CUST-4bb532d1-0f2b-5377-9bbf-4e857eb742ae,2023-03-22,Female,25-34,5,Pune,value_seeker,False,Android,Instagram Ads
7101,CUST-1440720c-2dfe-5a49-a8b7-878de68e0ba1,2024-03-13,Female,25-34,3,Mumbai,occasional,True,iOS,Referral
7102,CUST-e3c79489-1489-57f4-bc35-1c2ea3110cc0,2024-09-14,Female,25-34,14,Kochi,value_seeker,True,iOS,Organic
7103,CUST-a984d8aa-87f8-509a-9165-911b7476d00a,2024-12-01,Female,18-24,5,Pune,occasional,False,iOS,Referral
7104,CUST-9e19ed2e-f16e-5159-8baa-82c7235d8638,2026-01-03,Female,25-34,7,Kolkata,premium_foodie,True,Web,Organic
7105,CUST-7cccd681-6f3d-5e46-bf98-5dc9f5c2778a,2026-03-04,Male,55+,25,Thiruvananthapuram,value_seeker,True,Android,Google Ads
7106,CUST-51e1b976-077e-537c-8b8d-28d3509ddd24,2024-10-14,Male,25-34,4,Hyderabad,occasional,True,Web,Instagram Ads
7107,CUST-4c5c7bcb-a1fa-5773-a62b-99569616e879,2024-01-06,Male,55+,11,Jaipur,habitual_regular,False,iOS,Instagram Ads
7108,CUST-2edf3d22-9881-5305-b05d-3186ab130517,2024-11-19,Female,18-24,35,Udaipur,premium_foodie,False,Android,Push Notification
7109,CUST-8d99107d-559a-590f-9f33-206b6093b24f,2025-12-09,Female,18-24,3,Mumbai,habitual_regular,False,iOS,Offers/CRM
7110,CUST-91d5ef67-30e1-56e0-b08e-95d73434cec4,2026-05-27,Male,35-44,18,Surat,occasional,False,iOS,Instagram Ads
7111,CUST-e4752534-64ed-5030-b4dd-0422116f1cac,2024-08-07,Male,25-34,8,Gurugram,occasional,True,Android,Instagram Ads
7112,CUST-65706ece-3d92-576b-b365-ce796bb18d3b,2023-04-08,Female,18-24,6,Chennai,occasional,False,iOS,Instagram Ads
7113,CUST-de7645e5-d556-5dfb-b1f6-77eb58564a4b,2026-03-09,Female,18-24,4,Hyderabad,night_owl,False,Android,Google Ads
7114,CUST-d19bcdb2-2707-5601-ad06-ce2e027609a8,2024-09-20,Male,45-54,5,Pune,habitual_regular,True,Android,Organic
7115,CUST-b78ff850-5775-57d0-ae7b-74782af20b9a,2025-08-29,Male,25-34,17,Nagpur,habitual_regular,False,iOS,Referral
7116,CUST-e10e592c-6826-5277-9862-1f8122ea6766,2023-11-23,Female,25-34,14,Kochi,occasional,False,Android,Organic
7117,CUST-7c3dd1ad-e751-5d01-89f1-a50c57edcbc5,2025-01-25,Female,25-34,1,Bengaluru,habitual_regular,True,iOS,Google Ads
7118,CUST-108b5bbd-918e-5cb0-ba4d-b7a5f0426c8b,2025-01-01,Male,25-34,11,Jaipur,premium_foodie,True,iOS,Google Ads
7119,CUST-8ee41890-e329-505a-aab0-e3eaa0f3bb12,2025-07-21,Male,18-24,15,Indore,occasional,True,Android,Offers/CRM
7120,CUST-8331b391-9856-5a63-a806-f6185436c534,2025-08-02,Male,55+,13,Chandigarh,habitual_regular,True,iOS,Google Ads
7121,CUST-7ca3ed05-0420-5eb3-aef7-f40be2911fda,2025-01-29,Female,25-34,10,Ahmedabad,value_seeker,False,Android,Push Notification
7122,CUST-5803fe52-cb01-5f26-97b6-18e4c3321781,2026-06-11,Female,25-34,3,Mumbai,occasional,False,Android,Referral
7123,CUST-5030f963-c402-5a9c-ad14-cda0e8685e36,2026-06-05,Male,18-24,8,Gurugram,value_seeker,True,Android,Referral
7124,CUST-42793657-6897-5ff7-ab17-c8c704df0f1c,2024-03-12,Male,18-24,4,Hyderabad,occasional,False,Android,Google Ads
7125,CUST-1d31dc63-bfc7-5dd6-8d48-fbd929be62c9,2025-01-18,Male,35-44,4,Hyderabad,night_owl,False,Android,Referral
7126,CUST-22f65ef4-6d5a-5f34-a40e-5a871971c406,2025-01-22,Male,18-24,12,Lucknow,occasional,True,Web,Referral
7127,CUST-04dee912-c79c-51f9-97c6-b1a8d1c2f5ea,2024-12-11,Male,35-44,3,Mumbai,occasional,False,Android,Push Notification
7128,CUST-69b3d962-eba8-5d8c-861a-066930859e3c,2023-04-11,Female,25-34,6,Chennai,value_seeker,False,Android,Referral
7129,CUST-e1af82df-884f-5fcc-8c77-b97a55df9e21,2025-07-17,Female,25-34,19,Bhubaneswar,habitual_regular,True,Android,Google Ads
7130,CUST-d9dc101c-5da1-5e58-9749-916e29a7662d,2024-07-07,Female,25-34,22,Bhopal,occasional,False,Android,Referral
7131,CUST-d93fab0a-d969-5985-99c5-005b89bef0a6,2023-02-01,Female,35-44,34,Jodhpur,value_seeker,False,iOS,Google Ads
7132,CUST-dfc9d0cc-c834-55a5-92b1-06c88b287cc4,2025-10-03,Male,25-34,25,Thiruvananthapuram,occasional,True,Android,Organic
7133,CUST-34f5ffe4-3734-5ccc-b54f-98d265d87e38,2026-02-25,Male,25-34,2,Delhi,value_seeker,False,Android,Instagram Ads
7134,CUST-84b0f902-d2c8-5889-a0ed-829455885ca0,2023-04-10,Male,35-44,4,Hyderabad,habitual_regular,True,iOS,Referral
7135,CUST-c9022efd-8fd7-5f18-b3f9-87c65425c20f,2026-01-24,Male,18-24,7,Kolkata,premium_foodie,True,iOS,Google Ads
7136,CUST-2bd487f7-8b24-5b4a-ae75-2c306679148f,2025-07-28,Other,18-24,29,Ranchi,habitual_regular,True,Android,Google Ads
7137,CUST-57bbc49c-5704-5f9e-ad77-ee9b8404867a,2024-09-23,Female,35-44,1,Bengaluru,premium_foodie,True,Android,Organic
7138,CUST-55e720e0-24a5-57d3-b678-a5b9e87b8060,2025-07-03,Male,25-34,22,Bhopal,value_seeker,False,iOS,Instagram Ads
7139,CUST-93569e84-87ca-52dd-bad7-28c25c7a357f,2025-03-30,Male,25-34,29,Ranchi,habitual_regular,False,Android,Organic
7140,CUST-35b394aa-967f-5542-b0a3-7c956d30bd69,2025-08-31,Male,18-24,11,Jaipur,value_seeker,False,Android,Offers/CRM
7141,CUST-69cd361b-7752-5af1-b667-9273d26b3581,2025-04-11,Female,18-24,1,Bengaluru,premium_foodie,False,iOS,Organic
7142,CUST-6233dfe2-920c-5617-95a3-181e8864d682,2025-01-03,Male,35-44,10,Ahmedabad,occasional,False,iOS,Organic
7143,CUST-55bf3ee5-a173-571c-8257-2e6c5e53e001,2023-03-12,Female,25-34,5,Pune,value_seeker,False,Android,Organic
